,camera_x,camera_y,camera_z,camera_yaw,camera_pitch,camera_roll,rgb_image,depth_image
27,-0.23028313339076245,-0.008535388779256437,0.0,2.1167515234388882e-06,6.479150625941119e-06,0.009129635995144755,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00027.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00027.png
28,-0.22974492355428092,-0.008559736803116537,0.0,2.897652292204207e-06,8.870129685367722e-06,0.009216367597593275,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00028.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00028.png
29,-0.2293164694303434,-0.008579131964137324,0.0,3.519399245542457e-06,1.0774324154781048e-05,0.0092854286632391,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00029.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00029.png
30,-0.22887840185642075,-0.008598975245754002,0.0,4.155135422994169e-06,1.2721963982813636e-05,0.009356054680793388,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00030.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00030.png
31,-0.2284608537241396,-0.008617902637579437,0.0,4.7610891172584385e-06,1.45790403758299e-05,0.009423387324227272,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00031.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00031.png
32,-0.22806836324358412,-0.00863570749696672,0.0,5.3306395476292614e-06,1.632525339742191e-05,0.009486692706502476,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00032.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00032.png
33,-0.22766400686703675,-0.008654065387484948,0.0,5.9173336759157235e-06,1.8124839340272677e-05,0.009551925903212322,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00033.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00033.png
34,-0.22723332343879865,-0.008673636426775218,0.0,6.54210209536338e-06,2.0042231889103082e-05,0.009621422258171052,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00034.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00034.png
35,-0.2268150732100336,-0.00869266162024098,0.0,7.148669747650589e-06,2.1904892438864706e-05,0.009688928447782024,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00035.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00035.png
36,-0.22636153853857247,-0.008713314884051252,0.0,7.806176130567243e-06,2.3925370782614426e-05,0.009762147973163122,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00036.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00036.png
37,-0.22598637843367564,-0.008730418583301479,0.0,8.34983918170357e-06,2.559722053225531e-05,0.009822729365022383,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00037.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00037.png
38,-0.2255770419248289,-0.008749101960130875,0.0,8.942761126325235e-06,2.7421909373132573e-05,0.009888845298054394,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00038.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00038.png
39,-0.22516399113602875,-0.008767979183393724,0.0,9.540738086633014e-06,2.9263715482590625e-05,0.00995557817288288,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00039.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00039.png
40,-0.22479524410970225,-0.008784853586149749,0.0,1.0074264000136988e-05,3.0908439221092286e-05,0.010015168099262622,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00040.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00040.png
41,-0.22438986201481187,-0.008803429825094012,0.0,1.0660415555418579e-05,3.2717071346719465e-05,0.010080694837608229,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00041.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00041.png
42,-0.2239982818038293,-0.00882140031326438,0.0,1.122619179538178e-05,3.44646219873703e-05,0.010144007500745664,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00042.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00042.png
43,-0.22354452781195824,-0.008842258954331718,0.0,1.1881229742482061e-05,3.6490245611141e-05,0.010217394096250504,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00043.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00043.png
44,-0.22301194600321983,-0.00886679217878902,0.0,1.2649195123047182e-05,3.886858335640245e-05,0.010303559905681273,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00044.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00044.png
45,-0.2224667236092121,-0.00889196885938131,0.0,1.343430332645919e-05,4.130427005299729e-05,0.01039180591755498,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00045.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00045.png
46,-0.22198982992214716,-0.008914044789043967,0.0,1.4120019879439344e-05,4.3435447509662383e-05,0.010469022979407073,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00046.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00046.png
47,-0.22141495661481886,-0.008940728881525976,0.0,1.4945244153917766e-05,4.60053873961306e-05,0.010562143726294913,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00047.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00047.png
48,-0.2210270320570029,-0.0089587831141054,0.0,1.5501176421734168e-05,4.774013592519303e-05,0.010625006750699224,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00048.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00048.png
49,-0.22057832347195294,-0.008979717425388044,0.0,1.6143201085433933e-05,4.974725354656807e-05,0.010697746077931834,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00049.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00049.png
50,-0.22009720533130803,-0.009002228426287383,0.0,1.6830288683408755e-05,5.189999370753047e-05,0.010775771777549311,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00050.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00050.png
51,-0.21960503686509175,-0.009025330189350473,0.0,1.7531635073912267e-05,5.4102870480763654e-05,0.010855625891628098,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00051.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00051.png
52,-0.21922815547359226,-0.009043074063522578,0.0,1.806757221277855e-05,5.579020913377942e-05,0.010916800609259722,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00052.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00052.png
53,-0.21880408107159763,-0.009063098664094514,0.0,1.8669366252653677e-05,5.768932159553388e-05,0.010985663570470764,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00053.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00053.png
54,-0.21845813401736836,-0.009079482733172557,0.0,1.915924402321182e-05,5.9238939467416104e-05,0.011041862649879995,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00054.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00054.png
55,-0.21812254590884325,-0.009095420093966133,0.0,1.9633496706696607e-05,6.0742480833855895e-05,0.011096399198656825,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00055.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00055.png
56,-0.21769111941387367,-0.009115975755721845,0.0,2.0241716287368172e-05,6.267587757718061e-05,0.011166540970744588,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00056.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00056.png
57,-0.21731008861233603,-0.009134196267485118,0.0,2.0777421189408977e-05,6.438386887747764e-05,0.011228519072802288,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00057.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00057.png
58,-0.21695790204634513,-0.00915109564483406,0.0,2.1271267010159774e-05,6.596292947987431e-05,0.011285831266769913,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00058.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00058.png
59,-0.2166079626482991,-0.009167945499276277,0.0,2.1760641668026217e-05,6.753226220979782e-05,0.011342803415634385,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00059.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00059.png
60,-0.21626623841039902,-0.009184458811750474,0.0,2.2237181020147833e-05,6.906508798659142e-05,0.011398463781354775,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00060.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00060.png
61,-0.2159128590387277,-0.009201599954435025,0.0,2.2728488424471468e-05,7.065054199872888e-05,0.011456050393259937,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00061.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00061.png
62,-0.2155110523349114,-0.009221174516201022,0.0,2.3285170866918696e-05,7.245369924550463e-05,0.011521564716145048,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00062.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00062.png
63,-0.2151759301165006,-0.009237573117253471,0.0,2.3747771020821026e-05,7.395795426592772e-05,0.011576236885261715,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00063.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00063.png
64,-0.21481243430006888,-0.009255439326968741,0.0,2.4247678773943868e-05,7.558993361296654e-05,0.011635571110309044,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00064.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00064.png
65,-0.2144442485057575,-0.009273625075732015,0.0,2.475193387215189e-05,7.724335840998723e-05,0.011695707840425236,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00065.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00065.png
66,-0.21412827551601182,-0.009289307598976802,0.0,2.518288128055732e-05,7.866262368654177e-05,0.011747347688279999,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00066.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00066.png
67,-0.21379782410700524,-0.00930578799194004,0.0,2.563168204886494e-05,8.014723524960669e-05,0.011801386144934698,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00067.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00067.png
68,-0.21349960290572498,-0.009320734516383817,0.0,2.603494483961707e-05,8.148732412795646e-05,0.011850183852069603,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00068.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00068.png
69,-0.21319859276809094,-0.009335895622301455,0.0,2.6440175430876177e-05,8.28402147277022e-05,0.011899468059632004,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00069.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00069.png
70,-0.21290295283732508,-0.009350863553000612,0.0,2.6836304706690437e-05,8.416923511490541e-05,0.01194790397435541,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00070.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00070.png
71,-0.21261149856203926,-0.00936569891160344,0.0,2.7224896822326836e-05,8.54797005650917e-05,0.01199568573155324,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00071.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00071.png
72,-0.21231718771786154,-0.009380764354005587,0.0,2.7615231053264086e-05,8.680327667055687e-05,0.012043969332120347,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00072.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00072.png
73,-0.21197490202925237,-0.00939839953099419,0.0,2.8066400798854736e-05,8.834294769682821e-05,0.012100168377048014,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00073.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00073.png
74,-0.21169290756557183,-0.009413026554632335,0.0,2.84356863101915e-05,8.961169762611918e-05,0.012146506781578362,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00074.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00074.png
75,-0.21136887873136811,-0.009429951159462465,0.0,2.885712353870102e-05,9.106988837985472e-05,0.012199798085553236,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00075.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00075.png
76,-0.21108772739097387,-0.009444744798111028,0.0,2.922010403273408e-05,9.233540495790227e-05,0.012246079622822604,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00076.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00076.png
77,-0.21082180017657773,-0.009458836744941558,0.0,2.9560960625354465e-05,9.353264173161483e-05,0.012289893359141548,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00077.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00077.png
78,-0.21053101117447434,-0.00947436450741429,0.0,2.9930735366429882e-05,9.484209046003395e-05,0.012337848702096473,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00078.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00078.png
79,-0.21028448690695017,-0.009487632198137847,0.0,3.024163323772687e-05,9.595244681223907e-05,0.012378543742960614,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00079.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00079.png
80,-0.20997129639407033,-0.00950463555552703,0.0,3.0632903493820883e-05,9.736339167051737e-05,0.01243029995505082,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00080.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00080.png
81,-0.20970380057730742,-0.009519299375823067,0.0,3.096353844517835e-05,9.85687716604231e-05,0.012474558442819902,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00081.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00081.png
82,-0.2094629054790968,-0.009532625478560146,0.0,3.12582590719545e-05,9.965452306161407e-05,0.012514461206575825,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00082.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00082.png
83,-0.20921463299355608,-0.00954648864419011,0.0,3.1558750599506694e-05,0.00010077377007955343,0.0125556345029478,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00083.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00083.png
84,-0.20898080571901537,-0.009559674386474364,0.0,3.183849136171805e-05,0.00010182813110561618,0.012594460659023782,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00084.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00084.png
85,-0.20873510843738652,-0.00957367581837074,0.0,3.212872422694851e-05,0.00010293627090724011,0.01263531248513471,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00085.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00085.png
86,-0.20849407960856964,-0.009587569667361084,0.0,3.2409418602536214e-05,0.00010402361997219003,0.012675447143608173,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00086.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00086.png
87,-0.20824898506672854,-0.009601873947606818,0.0,3.2690368189590836e-05,0.00010512959229925993,0.01271632421573666,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00087.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00087.png
88,-0.20797498335430636,-0.009618097432060978,0.0,3.2998536890083584e-05,0.0001063663608526313,0.012762108425699865,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00088.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00088.png
89,-0.20775156684157647,-0.009631526832313832,0.0,3.3244678703449875e-05,0.00010737509512138585,0.012799514370026232,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00089.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00089.png
90,-0.20751319379790586,-0.009646077336321921,0.0,3.35016173912866e-05,0.00010845166833138154,0.012839506232336297,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00090.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00090.png
91,-0.20728171347273502,-0.009660452157457438,0.0,3.3744847931278896e-05,0.000109497438664934,0.01287843172644956,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00091.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00091.png
92,-0.2070591377364643,-0.009674530373628686,0.0,3.3972143590092656e-05,0.00011050330747596092,0.012915953779854283,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00092.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00092.png
93,-0.2068286697260572,-0.009689408505960815,0.0,3.4199771435547294e-05,0.00011154521024317696,0.012954916258156698,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/rgb/frame00093.png,/home/maxferg/apps/mobile-robot-software/vision/assets/dataset/stage1/depth/frame00093.png
